text_description,genre
"Compose a calm rock song with drums and a medium beat, perfect for a rainy evening.",Rock
"Compose a calm rock song with drums and a medium beat, perfect for meditation.",Rock
"Compose a dark rock song with bass guitar and a fast beat, perfect for meditation.",Rock
"Compose a energetic rock song with bass guitar and a fast beat, perfect for workout.",Rock
"Compose a calm rock song with drums and a fast beat, perfect for meditation.",Rock
"Compose a energetic rock song with bass guitar and a slow beat, perfect for relaxation.",Rock
"Compose a energetic rock song with drums and a slow beat, perfect for meditation.",Rock
"Compose a energetic rock song with drums and a slow beat, perfect for a party.",Rock
"Compose a energetic rock song with drums and a medium beat, perfect for meditation.",Rock
"Compose a energetic rock song with bass guitar and a slow beat, perfect for a rainy evening.",Rock
"Compose a calm rock song with bass guitar and a slow beat, perfect for relaxation.",Rock
"Compose a romantic rock song with drums and a slow beat, perfect for a rainy evening.",Rock
"Compose a dark rock song with electric guitar and a medium beat, perfect for study.",Rock
"Compose a uplifting rock song with bass guitar and a slow beat, perfect for study.",Rock
"Compose a calm rock song with bass guitar and a medium beat, perfect for a party.",Rock
"Compose a calm rock song with bass guitar and a slow beat, perfect for meditation.",Rock
"Compose a energetic rock song with electric guitar and a medium beat, perfect for relaxation.",Rock
"Compose a uplifting rock song with bass guitar and a fast beat, perfect for meditation.",Rock
"Compose a romantic rock song with drums and a slow beat, perfect for relaxation.",Rock
"Compose a dark rock song with bass guitar and a fast beat, perfect for a rainy evening.",Rock
"Compose a romantic rock song with electric guitar and a medium beat, perfect for a party.",Rock
"Compose a romantic rock song with electric guitar and a slow beat, perfect for a party.",Rock
"Compose a energetic rock song with electric guitar and a medium beat, perfect for a rainy evening.",Rock
"Compose a energetic rock song with electric guitar and a slow beat, perfect for relaxation.",Rock
"Compose a energetic rock song with electric guitar and a slow beat, perfect for relaxation.",Rock
"Compose a emotional rock song with electric guitar and a fast beat, perfect for a rainy evening.",Rock
"Compose a uplifting rock song with electric guitar and a fast beat, perfect for study.",Rock
"Compose a energetic rock song with drums and a medium beat, perfect for study.",Rock
"Compose a energetic rock song with electric guitar and a fast beat, perfect for a rainy evening.",Rock
"Compose a emotional rock song with electric guitar and a medium beat, perfect for workout.",Rock
"Compose a dark rock song with bass guitar and a slow beat, perfect for workout.",Rock
"Compose a romantic rock song with drums and a medium beat, perfect for meditation.",Rock
"Compose a calm rock song with electric guitar and a medium beat, perfect for a rainy evening.",Rock
"Compose a energetic rock song with electric guitar and a fast beat, perfect for relaxation.",Rock
"Compose a romantic rock song with electric guitar and a fast beat, perfect for a party.",Rock
"Compose a uplifting rock song with drums and a slow beat, perfect for workout.",Rock
"Compose a romantic rock song with electric guitar and a fast beat, perfect for workout.",Rock
"Compose a energetic rock song with electric guitar and a medium beat, perfect for a party.",Rock
"Compose a calm rock song with drums and a fast beat, perfect for study.",Rock
"Compose a energetic rock song with electric guitar and a slow beat, perfect for workout.",Rock
"Compose a energetic rock song with electric guitar and a medium beat, perfect for a rainy evening.",Rock
"Compose a dark rock song with drums and a slow beat, perfect for a rainy evening.",Rock
"Compose a dark rock song with drums and a slow beat, perfect for relaxation.",Rock
"Compose a dark rock song with bass guitar and a fast beat, perfect for study.",Rock
"Compose a emotional rock song with electric guitar and a fast beat, perfect for workout.",Rock
"Compose a calm rock song with electric guitar and a slow beat, perfect for workout.",Rock
"Compose a emotional rock song with bass guitar and a slow beat, perfect for a party.",Rock
"Compose a romantic rock song with bass guitar and a fast beat, perfect for a party.",Rock
"Compose a energetic rock song with bass guitar and a fast beat, perfect for a party.",Rock
"Compose a romantic rock song with bass guitar and a medium beat, perfect for a rainy evening.",Rock
"Compose a emotional rock song with drums and a fast beat, perfect for relaxation.",Rock
"Compose a energetic rock song with electric guitar and a slow beat, perfect for meditation.",Rock
"Compose a emotional rock song with electric guitar and a medium beat, perfect for a party.",Rock
"Compose a dark rock song with bass guitar and a slow beat, perfect for study.",Rock
"Compose a uplifting rock song with electric guitar and a medium beat, perfect for a rainy evening.",Rock
"Compose a uplifting rock song with bass guitar and a fast beat, perfect for a rainy evening.",Rock
"Compose a calm rock song with electric guitar and a medium beat, perfect for study.",Rock
"Compose a emotional rock song with electric guitar and a fast beat, perfect for a rainy evening.",Rock
"Compose a calm rock song with bass guitar and a fast beat, perfect for a rainy evening.",Rock
"Compose a emotional rock song with electric guitar and a medium beat, perfect for relaxation.",Rock
"Compose a dark rock song with drums and a fast beat, perfect for meditation.",Rock
"Compose a emotional rock song with drums and a slow beat, perfect for study.",Rock
"Compose a uplifting rock song with electric guitar and a medium beat, perfect for study.",Rock
"Compose a dark rock song with electric guitar and a slow beat, perfect for study.",Rock
"Compose a romantic rock song with electric guitar and a medium beat, perfect for workout.",Rock
"Compose a energetic rock song with bass guitar and a fast beat, perfect for meditation.",Rock
"Compose a calm rock song with drums and a slow beat, perfect for a rainy evening.",Rock
"Compose a emotional rock song with electric guitar and a slow beat, perfect for relaxation.",Rock
"Compose a calm rock song with electric guitar and a slow beat, perfect for workout.",Rock
"Compose a energetic rock song with bass guitar and a fast beat, perfect for a rainy evening.",Rock
"Compose a calm rock song with bass guitar and a slow beat, perfect for study.",Rock
"Compose a emotional rock song with drums and a fast beat, perfect for relaxation.",Rock
"Compose a uplifting rock song with bass guitar and a slow beat, perfect for a party.",Rock
"Compose a energetic rock song with electric guitar and a medium beat, perfect for relaxation.",Rock
"Compose a dark rock song with electric guitar and a medium beat, perfect for study.",Rock
"Compose a energetic rock song with electric guitar and a medium beat, perfect for workout.",Rock
"Compose a romantic rock song with drums and a slow beat, perfect for workout.",Rock
"Compose a uplifting rock song with electric guitar and a slow beat, perfect for workout.",Rock
"Compose a romantic rock song with electric guitar and a medium beat, perfect for a party.",Rock
"Compose a emotional rock song with drums and a fast beat, perfect for relaxation.",Rock
"Compose a romantic rock song with drums and a slow beat, perfect for study.",Rock
"Compose a uplifting rock song with drums and a slow beat, perfect for meditation.",Rock
"Compose a uplifting rock song with drums and a slow beat, perfect for meditation.",Rock
"Compose a energetic rock song with electric guitar and a fast beat, perfect for relaxation.",Rock
"Compose a emotional rock song with drums and a medium beat, perfect for study.",Rock
"Compose a emotional rock song with drums and a fast beat, perfect for a party.",Rock
"Compose a calm rock song with bass guitar and a fast beat, perfect for workout.",Rock
"Compose a dark rock song with electric guitar and a fast beat, perfect for a rainy evening.",Rock
"Compose a uplifting rock song with bass guitar and a medium beat, perfect for workout.",Rock
"Compose a dark rock song with drums and a fast beat, perfect for workout.",Rock
"Compose a romantic rock song with drums and a slow beat, perfect for relaxation.",Rock
"Compose a dark rock song with bass guitar and a fast beat, perfect for relaxation.",Rock
"Compose a romantic rock song with bass guitar and a fast beat, perfect for workout.",Rock
"Compose a uplifting rock song with drums and a slow beat, perfect for workout.",Rock
"Compose a dark rock song with drums and a fast beat, perfect for relaxation.",Rock
"Compose a emotional rock song with bass guitar and a medium beat, perfect for workout.",Rock
"Compose a uplifting rock song with bass guitar and a medium beat, perfect for a party.",Rock
"Compose a calm rock song with bass guitar and a fast beat, perfect for workout.",Rock
